ID,Sales_agent,Product_name,Company_name,Deal_stage,Engage_date,Close_date,Close_value,sector,Year_established,Revenue,Employees,Office,Product_series,Sales_price,manager,Regional_office
ZWH8FXY3,Marty Freudenburg,GTX Basic,Toughzap,Won,2016-11-22,2017-03-03,508.0,retail,1995-01-01,332.43,799.0,United States,GTX,550.0,Melvin Marxen,Central
2U94Y3Q9,Rosie Papadopoulos,MG Advanced,Vehement Capital Partners,Lost,2016-11-22,2017-03-20,0.0,finance,1993-01-01,646.1,883.0,United States,MG,3393.0,Cara Losch,East
AAR79NOO,Versie Hillebrand,MG Special,Codehow,Won,2016-11-22,2017-03-11,51.0,software,1998-01-01,2714.9,2641.0,United States,MG,55.0,Dustin Brinkmann,Central
M7I5O9YU,Corliss Cosme,GTX Basic,Cheers,Engaging,2016-11-23,,,entertainment,1993-01-01,4269.9,6472.0,United States,GTX,550.0,Cara Losch,East
LXZA2OSZ,Corliss Cosme,GTX Plus Pro,Ontomedia,Won,2016-11-23,2017-03-03,5790.0,employment,1997-01-01,882.12,2769.0,United States,GTX,5482.0,Cara Losch,East
N0ONCYVZ,Donn Cantrell,MG Special,Kinnamplus,Lost,2016-11-23,2017-03-30,0.0,retail,2004-01-01,702.72,1831.0,United States,MG,55.0,Rocco Neubert,East
RU023K5W,Gladys Colclough,MG Advanced,Finhigh,Won,2016-11-23,2017-03-17,2972.0,finance,2006-01-01,1102.43,1759.0,United States,MG,3393.0,Melvin Marxen,Central
VDIU10RV,Markita Hansen,MG Special,Lexiqvolax,Engaging,2016-11-23,,,medical,2004-01-01,1618.89,3889.0,United States,MG,55.0,Celia Rouche,West
BZCBQ514,Markita Hansen,GTX Basic,Y-corporation,Won,2016-11-23,2017-03-01,523.0,employment,1983-01-01,2871.35,9561.0,United States,GTX,550.0,Celia Rouche,West
HEE6P0QH,Anna Snelling,MG Advanced,Statholdings,Won,2016-11-24,2017-03-25,3647.0,employment,1997-01-01,291.27,586.0,United States,MG,3393.0,Dustin Brinkmann,Central
L8CHRJ2B,Cassey Cress,MG Advanced,Umbrella Corporation,Won,2016-11-24,2017-03-01,4200.0,finance,1998-01-01,2022.14,5113.0,United States,MG,3393.0,Rocco Neubert,East
579LZ3F9,Daniell Hammack,GTX Plus Basic,J-Texon,Engaging,2016-11-24,,,retail,1989-01-01,1388.67,3583.0,United States,GTX,1096.0,Rocco Neubert,East
SU8JNMP4,Kami Bicknell,GTX Plus Basic,Bubba Gump,Engaging,2016-11-24,,,software,2002-01-01,987.39,2253.0,United States,GTX,1096.0,Summer Sewald,West
V2X2KMUR,Kami Bicknell,GTX Plus Basic,Faxquote,Won,2016-11-24,2017-03-28,1059.0,telecommunications,1995-01-01,1825.82,5595.0,United States,GTX,1096.0,Summer Sewald,West
AJIPJP75,Marty Freudenburg,GTX Plus Basic,Codehow,Lost,2016-11-24,2017-03-05,0.0,software,1998-01-01,2714.9,2641.0,United States,GTX,1096.0,Melvin Marxen,Central
NYVA2G6U,Versie Hillebrand,MG Special,Dontechi,Won,2016-11-24,2017-03-02,57.0,software,1982-01-01,4618.0,10083.0,United States,MG,55.0,Dustin Brinkmann,Central
FF45BXTL,Vicki Laflamme,MG Advanced,Konex,Won,2016-11-24,2017-03-27,3671.0,technolgy,1980-01-01,7708.38,13756.0,United States,MG,3393.0,Celia Rouche,West
TTA9LYBS,Anna Snelling,MG Special,Treequote,Won,2016-11-25,2017-03-01,58.0,telecommunications,1988-01-01,5266.09,8595.0,United States,MG,55.0,Dustin Brinkmann,Central
PAGZQH8L,Cecily Lampkin,MG Advanced,Treequote,Won,2016-11-25,2017-03-06,3956.0,telecommunications,1988-01-01,5266.09,8595.0,United States,MG,3393.0,Dustin Brinkmann,Central
J7YF6DS7,Corliss Cosme,GTX Plus Pro,Betasoloin,Won,2016-11-25,2017-03-01,5964.0,medical,1999-01-01,251.41,495.0,United States,GTX,5482.0,Cara Losch,East
JQBJMETQ,Darcel Schlecht,MG Special,Domzoom,Won,2016-11-25,2017-03-27,49.0,entertainment,1998-01-01,217.87,551.0,United States,MG,55.0,Melvin Marxen,Central
0LVWSWEW,Violet Mclelland,MG Special,Donquadtech,Won,2016-11-25,2017-03-06,65.0,technolgy,1992-01-01,1712.68,3194.0,United States,MG,55.0,Cara Losch,East
K53BC1T9,Anna Snelling,MG Special,Domzoom,Lost,2016-11-26,2017-03-27,0.0,entertainment,1998-01-01,217.87,551.0,United States,MG,55.0,Dustin Brinkmann,Central
051QTX8Z,Niesha Huffines,GTX Plus Basic,Globex Corporation,Won,2016-11-26,2017-03-21,1080.0,technolgy,2000-01-01,1223.72,2497.0,Norway,GTX,1096.0,Melvin Marxen,Central
5D2XH04S,Reed Clapper,MG Special,Plussunin,Won,2016-11-26,2017-03-12,57.0,retail,2003-01-01,1419.98,4018.0,United States,MG,55.0,Rocco Neubert,East
V9E582SK,Garret Kinder,GTX Basic,Konex,Won,2016-11-27,2017-03-16,469.0,technolgy,1980-01-01,7708.38,13756.0,United States,GTX,550.0,Cara Losch,East
UK0LEZRJ,Kary Hendrixson,GTX Basic,Condax,Won,2016-11-27,2017-03-03,532.0,medical,2017-01-01,4.54,9.0,United States,GTX,550.0,Summer Sewald,West
PFFHM7HR,Markita Hansen,MG Advanced,Opentech,Engaging,2016-11-27,,,finance,1994-01-01,355.23,853.0,United States,MG,3393.0,Celia Rouche,West
IT10CFQH,Rosalina Dieter,GTX Basic,Konex,Won,2016-11-27,2017-03-26,538.0,technolgy,1980-01-01,7708.38,13756.0,United States,GTX,550.0,Celia Rouche,West
2XQAKBXH,Zane Levy,GTX Plus Pro,Doncon,Won,2016-11-27,2017-03-11,5370.0,technolgy,2010-01-01,587.72,1501.0,United States,GTX,5482.0,Summer Sewald,West
7G7YLGJO,Zane Levy,GTX Plus Pro,Hatfan,Won,2016-11-27,2017-03-21,6499.0,services,1982-01-01,792.46,1299.0,United States,GTX,5482.0,Summer Sewald,West
GCA97W27,Darcel Schlecht,GTX Plus Basic,Genco Pura Olive Oil Company,Won,2016-11-28,2017-03-06,1161.0,retail,2007-01-01,894.33,1635.0,Italy,GTX,1096.0,Melvin Marxen,Central
K8FUZHOG,Kary Hendrixson,GTX Basic,Scotfind,Won,2016-11-28,2017-03-26,576.0,software,1996-01-01,6354.87,16780.0,United States,GTX,550.0,Summer Sewald,West
5WJZMULK,Maureen Marcano,GTX Plus Basic,Hatfan,Won,2016-11-28,2017-03-19,979.0,services,1982-01-01,792.46,1299.0,United States,GTX,1096.0,Summer Sewald,West
ZPYD4T9W,Versie Hillebrand,MG Special,Stanredtax,Won,2016-11-28,2017-03-07,43.0,finance,1987-01-01,1698.2,3798.0,United States,MG,55.0,Dustin Brinkmann,Central
KE9ZEDS8,Gladys Colclough,MG Special,Scottech,Won,2016-11-29,2017-03-07,57.0,marketing,2012-01-01,45.39,100.0,United States,MG,55.0,Melvin Marxen,Central
7KK0HQ4C,Lajuana Vencill,MG Special,Ron-tech,Lost,2016-11-29,2017-03-28,0.0,medical,1992-01-01,3922.42,6837.0,United States,MG,55.0,Dustin Brinkmann,Central
FP7014Z0,Lajuana Vencill,GTX Plus Basic,Funholding,Won,2016-11-29,2017-03-12,948.0,finance,1991-01-01,2819.5,7227.0,United States,GTX,1096.0,Dustin Brinkmann,Central
N4HFHDMW,Wilburn Farren,MG Advanced,Plussunin,Won,2016-11-29,2017-03-10,3012.0,retail,2003-01-01,1419.98,4018.0,United States,MG,3393.0,Cara Losch,East
2HFLKREC,Cassey Cress,MG Advanced,Zotware,Won,2016-11-30,2017-03-15,3665.0,software,1979-01-01,4478.47,13809.0,United States,MG,3393.0,Rocco Neubert,East
7JVTTVCO,Violet Mclelland,GTX Basic,Gekko & Co,Won,2016-11-30,2017-03-24,564.0,retail,1990-01-01,2520.83,3502.0,United States,GTX,550.0,Cara Losch,East
3X13866U,Anna Snelling,GTX Plus Basic,dambase,Lost,2016-12-01,2017-03-06,0.0,marketing,1995-01-01,2173.98,2928.0,United States,GTX,1096.0,Dustin Brinkmann,Central
7LE19SYE,Cassey Cress,MG Advanced,Initech,Won,2016-12-01,2017-03-22,3463.0,telecommunications,1994-01-01,6395.05,20275.0,United States,MG,3393.0,Rocco Neubert,East
J5V2M7Y1,Corliss Cosme,GTX Basic,Gekko & Co,Won,2016-12-01,2017-03-26,513.0,retail,1990-01-01,2520.83,3502.0,United States,GTX,550.0,Cara Losch,East
41MURAI5,Corliss Cosme,GTX Basic,Konex,Won,2016-12-01,2017-03-28,590.0,technolgy,1980-01-01,7708.38,13756.0,United States,GTX,550.0,Cara Losch,East
AJXAXV4W,Lajuana Vencill,MG Advanced,Finhigh,Lost,2016-12-01,2017-03-02,0.0,finance,2006-01-01,1102.43,1759.0,United States,MG,3393.0,Dustin Brinkmann,Central
VPDXX5PJ,Niesha Huffines,GTX Basic,Cancity,Won,2016-12-01,2017-03-26,546.0,retail,2001-01-01,718.62,2448.0,United States,GTX,550.0,Melvin Marxen,Central
PZB9NUK8,Vicki Laflamme,MG Special,Y-corporation,Won,2016-12-01,2017-03-05,46.0,employment,1983-01-01,2871.35,9561.0,United States,MG,55.0,Celia Rouche,West
0P4AAPYX,Hayden Neloms,GTX Plus Basic,Golddex,Won,2016-12-02,2017-03-03,1040.0,finance,2008-01-01,52.5,165.0,United States,GTX,1096.0,Celia Rouche,West
O6T5WC3W,Hayden Neloms,GTX Plus Basic,Sonron,Won,2016-12-02,2017-03-04,1108.0,telecommunications,1999-01-01,1699.85,5108.0,United States,GTX,1096.0,Celia Rouche,West
0NO04P6C,Hayden Neloms,MG Special,Nam-zim,Won,2016-12-02,2017-03-04,59.0,services,1987-01-01,405.59,1179.0,Brazil,MG,55.0,Celia Rouche,West
MRXZTMM6,Kary Hendrixson,GTX Basic,Cheers,Won,2016-12-02,2017-03-20,515.0,entertainment,1993-01-01,4269.9,6472.0,United States,GTX,550.0,Summer Sewald,West
LGI8QEC2,Moses Frase,GTX Basic,Treequote,Won,2016-12-02,2017-03-06,583.0,telecommunications,1988-01-01,5266.09,8595.0,United States,GTX,550.0,Dustin Brinkmann,Central
6KZ0NCFX,Versie Hillebrand,MG Special,Funholding,Won,2016-12-02,2017-03-14,54.0,finance,1991-01-01,2819.5,7227.0,United States,MG,55.0,Dustin Brinkmann,Central
3SF8O9S6,Vicki Laflamme,MG Special,Plusstrip,Won,2016-12-02,2017-03-27,60.0,entertainment,2002-01-01,349.81,315.0,United States,MG,55.0,Celia Rouche,West
XK668R7C,Darcel Schlecht,GTX Basic,Dontechi,Lost,2016-12-03,2017-03-12,0.0,software,1982-01-01,4618.0,10083.0,United States,GTX,550.0,Melvin Marxen,Central
BADC6A9H,Darcel Schlecht,GTX Basic,Globex Corporation,Won,2016-12-03,2017-03-23,516.0,technolgy,2000-01-01,1223.72,2497.0,Norway,GTX,550.0,Melvin Marxen,Central
I043RXJV,Moses Frase,GTX Plus Basic,Dontechi,Lost,2016-12-03,2017-03-17,0.0,software,1982-01-01,4618.0,10083.0,United States,GTX,1096.0,Dustin Brinkmann,Central
MWWB44CC,Reed Clapper,GTX Plus Basic,Donquadtech,Won,2016-12-03,2017-03-02,950.0,technolgy,1992-01-01,1712.68,3194.0,United States,GTX,1096.0,Rocco Neubert,East
HBTINPDG,Vicki Laflamme,GTX Plus Basic,Xx-holding,Lost,2016-12-03,2017-03-09,0.0,finance,1993-01-01,7537.24,20293.0,United States,GTX,1096.0,Celia Rouche,West
DZ3KHZSX,Corliss Cosme,GTX Basic,Initech,Won,2016-12-04,2017-03-20,513.0,telecommunications,1994-01-01,6395.05,20275.0,United States,GTX,550.0,Cara Losch,East
45A57X68,Darcel Schlecht,GTX Plus Pro,Ron-tech,Won,2016-12-04,2017-03-12,5522.0,medical,1992-01-01,3922.42,6837.0,United States,GTX,5482.0,Melvin Marxen,Central
9SLYC4TR,Gladys Colclough,MG Special,Cancity,Won,2016-12-04,2017-03-09,56.0,retail,2001-01-01,718.62,2448.0,United States,MG,55.0,Melvin Marxen,Central
7QC6FOKW,Kami Bicknell,GTX Basic,Xx-holding,Won,2016-12-04,2017-03-10,598.0,finance,1993-01-01,7537.24,20293.0,United States,GTX,550.0,Summer Sewald,West
XA184CMW,Marty Freudenburg,GTX Plus Pro,Rangreen,Won,2016-12-04,2017-03-16,5787.0,technolgy,1987-01-01,2938.67,8775.0,Panama,GTX,5482.0,Melvin Marxen,Central
S0N7BYU3,Maureen Marcano,GTX Plus Basic,Singletechno,Won,2016-12-04,2017-03-08,1070.0,retail,1996-01-01,2214.94,5374.0,United States,GTX,1096.0,Summer Sewald,West
6WOMHAJM,Boris Faz,MG Advanced,Donquadtech,Won,2016-12-05,2017-03-14,3677.0,technolgy,1992-01-01,1712.68,3194.0,United States,MG,3393.0,Rocco Neubert,East
G1QGATKV,Cassey Cress,GTX Plus Pro,Ontomedia,Won,2016-12-05,2017-03-30,5425.0,employment,1997-01-01,882.12,2769.0,United States,GTX,5482.0,Rocco Neubert,East
6XFVQI32,Donn Cantrell,MG Advanced,Yearin,Won,2016-12-05,2017-03-23,3415.0,retail,2005-01-01,2261.05,3851.0,United States,MG,3393.0,Rocco Neubert,East
OGD4MDJ9,Maureen Marcano,GTX Plus Basic,Lexiqvolax,Won,2016-12-05,2017-03-21,891.0,medical,2004-01-01,1618.89,3889.0,United States,GTX,1096.0,Summer Sewald,West
4NGBUZWJ,Lajuana Vencill,GTX Basic,Codehow,Won,2016-12-06,2017-03-12,609.0,software,1998-01-01,2714.9,2641.0,United States,GTX,550.0,Dustin Brinkmann,Central
EFG5DGV5,Markita Hansen,MG Special,Plusstrip,Won,2016-12-06,2017-03-16,54.0,entertainment,2002-01-01,349.81,315.0,United States,MG,55.0,Celia Rouche,West
82MM4H33,Zane Levy,GTX Plus Basic,Labdrill,Won,2016-12-06,2017-03-09,1049.0,medical,1985-01-01,2741.37,9226.0,United States,GTX,1096.0,Summer Sewald,West
14PM641K,Cassey Cress,GTX Plus Basic,Gekko & Co,Won,2016-12-07,2017-03-07,1152.0,retail,1990-01-01,2520.83,3502.0,United States,GTX,1096.0,Rocco Neubert,East
DSBGHOPN,Daniell Hammack,MG Special,Plussunin,Lost,2016-12-07,2017-03-20,0.0,retail,2003-01-01,1419.98,4018.0,United States,MG,55.0,Rocco Neubert,East
E8RP9FRW,Gladys Colclough,MG Special,dambase,Won,2016-12-07,2017-03-12,51.0,marketing,1995-01-01,2173.98,2928.0,United States,MG,55.0,Melvin Marxen,Central
787IRG9Q,Hayden Neloms,MG Advanced,J-Texon,Won,2016-12-07,2017-03-03,3426.0,retail,1989-01-01,1388.67,3583.0,United States,MG,3393.0,Celia Rouche,West
0TUS4NAC,Jonathan Berthelot,MG Special,Rangreen,Won,2016-12-07,2017-03-11,51.0,technolgy,1987-01-01,2938.67,8775.0,Panama,MG,55.0,Melvin Marxen,Central
FAJTQMUM,Kami Bicknell,GTX Basic,Finjob,Won,2016-12-07,2017-03-20,564.0,employment,1988-01-01,2059.9,3644.0,United States,GTX,550.0,Summer Sewald,West
TWF0J0DF,Cecily Lampkin,GTX Plus Pro,Isdom,Won,2016-12-08,2017-03-01,5882.0,medical,2002-01-01,3178.24,4540.0,United States,GTX,5482.0,Dustin Brinkmann,Central
BOJSLNDG,Kami Bicknell,MG Advanced,Singletechno,Won,2016-12-08,2017-03-11,3388.0,retail,1996-01-01,2214.94,5374.0,United States,MG,3393.0,Summer Sewald,West
DASMR0EK,Markita Hansen,GTX Plus Pro,Zoomit,Won,2016-12-08,2017-03-10,5410.0,entertainment,1992-01-01,324.19,978.0,United States,GTX,5482.0,Celia Rouche,West
A76M0OOH,Reed Clapper,GTX Plus Basic,Zathunicon,Won,2016-12-08,2017-03-28,978.0,retail,2010-01-01,71.12,144.0,United States,GTX,1096.0,Rocco Neubert,East
E1VKE2PH,Vicki Laflamme,MG Special,Scotfind,Won,2016-12-08,2017-03-26,54.0,software,1996-01-01,6354.87,16780.0,United States,MG,55.0,Celia Rouche,West
SKY95DVG,Anna Snelling,MG Special,Betatech,Lost,2016-12-09,2017-03-22,0.0,medical,1986-01-01,647.18,1185.0,Kenya,MG,55.0,Dustin Brinkmann,Central
